Nome;Data;P - Total (W);P - Fase A (W);P - Fase B (W);P - Fase C (W);Q - Total (var);Q - Fase A (var);Q - Fase B (var);Q - Fase C (var);FP - Total;FP - Fase A;FP - Fase B;FP - Fase C;V - Fase A (V);V - Fase B (V);V - Fase C (V);I - Fase A (A);I - Fase B (A);I - Fase C (A)
MedidorLSD;15/06/2023, 0:00:00;18925,85731111111;5832,906955555555;7017,488477777778;6085,391044444445;2075,6183333333333;315,4664;416,8766;1364,3260888888888;0,8929888888888889;0,8760444444444444;0,9254555555555557;0,8787888888888888;126,80268888888888;126,10707777777777;125,92179999999999;52,44458888888889;59,96338888888889;55,04161111111111
MedidorLSD;15/06/2023, 0:15:00;18279,087363737486;5821,999332591769;6716,688109010011;5740,576251390434;2157,6426696329254;318,5311568409344;637,1357842046718;1222,6685428253616;0,8927030033370411;0,8763292547274749;0,9230812013348165;0,870055617352614;127,14261401557286;126,44060066740823;126,31244716351502;52,22710789766407;57,65530589543938;52,21142380422692
MedidorLSD;15/06/2023, 0:30:00;18855,557877777777;5815,072066666667;6999,364122222222;6050,554911111111;2090,1285444444443;314,8610111111111;428,0962111111111;1368,4633333333334;0,8922444444444444;0,8747777777777778;0,9252444444444444;0,8781888888888889;127,25556666666667;126,55801111111111;126,32647777777778;52,18531111111111;59,68707777777778;54,59687777777778
MedidorLSD;15/06/2023, 0:45:00;18573,054322222222;5798,242044444444;6931,593944444444;5848,696688888888;2373,570366666667;334,8776888888889;625,8880888888889;1437,0149666666666;0,8917333333333334;0,8739666666666666;0,9248000000000001;0,8703;127,7212;126,96404444444444;126,77107777777778;51,869;59,00802222222222;53,07408888888889
MedidorLSD;15/06/2023, 1:00:00;18719,98712222222;5806,567077777778;6914,063355555555;6006,412011111111;2051,4013666666665;326,3362;433,7145;1311,2557;0,8919444444444444;0,8739888888888889;0,9231222222222223;0,8779999999999999;127,53418888888889;126,81828888888889;126,57957777777777;51,95576666666667;58,90328888888889;54,03017777777778
MedidorLSD;15/06/2023, 1:15:00;18174,4241;5803,773522222222;6598,1413555555555;5772,071166666667;1967,405688888889;342,50469999999996;538,6563222222222;1103,2419555555555;0,8923;0,8742555555555555;0,9210111111111112;0,8757222222222222;127,2004888888889;126,41178888888889;126,25112222222222;51,998799999999996;56,712833333333336;52,144466666666666
MedidorLSD;15/06/2023, 1:30:00;18601,109055555557;5820,023455555556;6783,2378;6001,346877777778;1877,2629666666667;335,6762777777778;386,4495;1171,409111111111;0,8931444444444445;0,8754000000000001;0,9220222222222223;0,8809333333333332;126,70585555555556;125,93932222222222;125,73905555555557;52,27527777777778;58,21866666666667;54,055188888888885
MedidorLSD;15/06/2023, 1:45:00;18628,387066666666;5825,0745;6876,094055555556;5932,808011111111;2122,5217222222223;326,0787;511,4642777777778;1305,6570222222224;0,8963666666666666;0,8782777777777777;0,9278333333333334;0,8797222222222222;125,89481111111111;125,13556666666666;124,93547777777779;52,53313333333333;59,25923333333333;54,04268888888889
MedidorLSD;15/06/2023, 2:00:00;18626,94781111111;5848,127577777778;6804,5488444444445;5979,026311111111;1873,8048666666666;308,7965222222222;418,44874444444446;1163,9094333333333;0,8971888888888889;0,8793;0,9258777777777779;0,8842444444444444;125,90521111111111;125,19357777777778;124,96836666666667;52,65517777777778;58,67143333333333;54,15171111111111
MedidorLSD;15/06/2023, 2:15:00;18385,526844444445;5850,994433333333;6679,399333333334;5855,694733333333;1881,3206777777777;314,26917777777777;491,958;1091,7548333333334;0,8956333333333333;0,8796666666666667;0,9237333333333333;0,8832222222222222;126,16596666666666;125,42752222222222;125,22857777777777;52,543622222222226;57,62198888888889;53,03332222222222
MedidorLSD;15/06/2023, 2:30:00;18532,674;5853,999388888889;6744,573844444444;5937,229477777778;1854,6383777777778;312,6441444444444;437,6227333333333;1120,9371444444446;0,8981666666666667;0,8799333333333333;0,9244;0,8857777777777777;126,32513333333333;125,57505555555556;125,37204444444444;52,489866666666664;58,03254444444445;53,57774444444445
MedidorLSD;15/06/2023, 2:45:00;18597,726833333334;5797,377044444444;6865,196922222222;5941,658444444444;2114,638266666667;335,61698888888884;484,81541111111113;1314,3803666666668;0,8943111111111111;0,8759444444444444;0,9267444444444445;0,8800888888888888;126,36063333333333;125,5941111111111;125,35886666666666;52,15943333333333;58,9514;53,89903333333333
MedidorLSD;15/06/2023, 3:00:00;18385,743110102158;5785,027377979569;6686,285505107832;5918,353688989784;1896,7754143019295;348,1361748013621;421,2162315550511;1143,18819523269;0,8939046538024972;0,8755164585698071;0,9233598183881953;0,8832122587968219;126,46646992054484;125,72489216799093;125,50265607264471;52,05870601589103;57,57063564131669;53,43525539160045
MedidorLSD;15/06/2023, 3:15:00;18352,81292222222;5828,987455555555;6655,287633333333;5869,883288888889;1890,222288888889;340,1326222222222;470,8793888888889;1094,8774777777778;0,8953;0,8789888888888889;0,923477777777778;0,883711111111111;126,44352222222221;125,68314444444445;125,46337777777777;52,31066666666666;57,3624;53,02017777777778
MedidorLSD;15/06/2023, 3:30:00;18473,014055555555;5838,293988888889;6706,775288888889;5930,727144444444;1871,1392444444446;337,31781111111115;435,5458666666667;1113,7574444444444;0,8966444444444445;0,8802;0,923188888888889;0,8854777777777777;126,51434444444445;125,75185555555555;125,52443333333333;52,332366666666665;57,70814444444444;53,4354
MedidorLSD;15/06/2023, 3:45:00;18442,3804;5839,686644444444;6728,885622222223;5875,784544444445;1975,0119444444445;330,56194444444446;501,2244333333333;1160,9965888888887;0,8958777777777778;0,8825222222222222;0,925;0,8839222222222222;126,32241111111111;125,5582;125,32837777777779;52,3587;57,96253333333333;53,11051111111111
MedidorLSD;15/06/2023, 4:00:00;18816,988411111113;5881,564944444444;6935,863188888889;6005,042477777778;2056,1912777777775;312,4967222222222;476,6427111111111;1287,379288888889;0,8975333333333333;0,8835222222222222;0,9275;0,8828444444444444;126,36281111111111;125,57074444444444;125,3215111111111;52,67724444444444;59,52428888888889;54,28035555555555
MedidorLSD;15/06/2023, 4:15:00;18487,492755555555;5880,4338;6725,583144444445;5882,429855555556;1876,036022222222;303,65222222222224;488,54743333333334;1100,9455444444445;0,8977;0,8846444444444446;0,924188888888889;0,8846222222222222;126,40795555555556;125,65233333333335;125,4142111111111;52,59336666666667;57,88738888888889;53,04247777777778
MedidorLSD;15/06/2023, 4:30:00;18439,949577777777;5863,530255555556;6707,453055555556;5869,709977777778;1874,865722222222;305,4334777777778;488,6714777777778;1098,7062555555556;0,8973555555555556;0,8844333333333333;0,9236666666666667;0,8844111111111111;126,56927777777778;125,83976666666666;125,59803333333333;52,390788888888885;57,646;52,86688888888889
MedidorLSD;15/06/2023, 4:45:00;18763,774766666666;5867,651277777778;6916,810211111111;5983,652533333334;2036,6434777777777;306,44525555555555;478,74620000000004;1271,628522222222;0,8982111111111111;0,8845111111111111;0,928988888888889;0,8840111111111111;126,53349999999999;125,81951111111111;125,56696666666667;52,40494444444444;59,2006;53,96051111111111
MedidorLSD;15/06/2023, 5:00:00;18505,960255555558;5823,2643333333335;6771,644655555555;5915,353999999999;1959,3743666666667;323,04544444444446;465,13575555555553;1187,783688888889;0,8967444444444445;0,882888888888889;0,9266666666666666;0,8832777777777777;126,20947777777778;125,5092111111111;125,2500111111111;52,222277777777784;58,247411111111106;53,438700000000004
MedidorLSD;15/06/2023, 5:15:00;18463,40351111111;5810,822622222223;6731,548622222222;5924,489155555556;1861,491488888889;320,8594444444444;421,56718888888895;1135,4824888888888;0,8972555555555555;0,8821222222222221;0,9259666666666667;0,8853666666666666;126,47172222222223;125,80486666666667;125,53387777777779;52,0512;57,819811111111115;53,30961111111111
MedidorLSD;15/06/2023, 5:30:00;18199,9741;5803,719011111111;6534,329088888889;5861,453155555555;1662,9611666666667;329,6190111111111;388,0437333333333;957,6228222222222;0,8952444444444445;0,8820444444444445;0,9205333333333333;0,8872;127,31093333333332;126,63377777777777;126,36678888888889;51,667233333333336;56,01293333333333;52,2674
MedidorLSD;15/06/2023, 5:45:00;18481,744355555555;5816,3649000000005;6666,736444444444;6002,927222222223;1670,3819666666666;337,1074555555556;314,39764444444444;1031,5532777777778;0,8983555555555556;0,8803555555555554;0,9222;0,8868444444444444;127,4428;126,73684444444444;126,47025555555555;51,7658;56,88783333333333;53,355133333333335
MedidorLSD;15/06/2023, 6:00:00;18483,11922222222;5834,398611111111;6696,283911111111;5955,925544444444;1792,2461333333333;332,7437222222222;391,65034444444444;1082,5221333333334;0,8949777777777778;0,8826111111111111;0,9246888888888889;0,8852333333333334;127,05815555555556;126,31984444444444;126,06786666666667;52,010444444444445;57,28302222222222;53,28937777777778
MedidorLSD;15/06/2023, 6:15:00;18581,663411111113;5888,514366666666;6656,273844444444;6039,205033333334;1530,4632888888889;313,2361111111111;290,43426666666664;938,2208333333333;0,9005666666666666;0,8840888888888889;0,9236555555555557;0,8900111111111111;126,79032222222223;126,04663333333333;125,82207777777778;52,45434444444445;57,05197777777778;53,78953333333334
MedidorLSD;15/06/2023, 6:30:00;18306,80981111111;5879,182366666667;6539,096600000001;5887,287888888888;1578,1316222222222;307,7613777777778;393,3928;888,4388222222221;0,8965666666666666;0,8851888888888888;0,9231555555555556;0,8894111111111112;126,75966666666666;126,06771111111111;125,8686;52,34596666666667;56,14143333333333;52,6208
MedidorLSD;15/06/2023, 6:45:00;19508,167166666666;6100,4245;6990,9656444444445;6424,408177777778;1801,0174;428,9315555555556;282,75014444444446;1100,0227777777777;0,9051777777777779;0,8894333333333333;0,9310888888888889;0,8993444444444445;126,7792;126,06576666666668;125,83244444444445;53,97624444444445;59,546644444444446;56,71836666666667
MedidorLSD;15/06/2023, 7:00:00;20300,686400000002;6651,6304666666665;6808,017833333333;6836,643266666667;1903,8792555555556;790,0340111111111;408,85332222222223;697,8652333333333;0,9144666666666666;0,9017444444444445;0,9248111111111111;0,918;127,10227777777779;126,53608888888888;126,29958888888889;57,90597777777778;58,041533333333334;58,98585555555555
MedidorLSD;15/06/2023, 7:15:00;20014,463177777776;6305,305755555555;7060,212188888889;6655,836988888889;1534,0344666666667;428,3232777777778;184,40932222222224;928,0287777777778;0,9135888888888889;0,8959;0,9303888888888889;0,9086777777777778;126,9024;126,2103;125,97512222222223;55,32322222222222;59,976533333333336;58,087633333333336
MedidorLSD;15/06/2023, 7:30:00;21225,366277777775;6791,294788888888;7486,60521111111;6948,164244444445;1732,3634888888887;409,9633333333333;374,85763333333335;957,2136666666668;0,9209444444444445;0,9099;0,9406111111111111;0,9134444444444445;126,66606666666665;125,96650000000001;125,77508888888889;58,79487777777778;63,17583333333334;60,40943333333333
MedidorLSD;15/06/2023, 7:45:00;20363,90582222222;6367,3289444444445;7489,452633333333;6513,1022;1617,1333444444444;129,24457777777778;337,64616666666666;1172,7961333333333;0,9148000000000001;0,9022111111111111;0,9390111111111111;0,9005000000000001;126,48296666666667;125,66969999999999;125,4790111111111;55,68873333333333;63,349500000000006;57,63048888888889
MedidorLSD;15/06/2023, 8:00:00;21846,023866666666;6721,034466666666;7915,0618;7223,191444444445;2368,5197111111115;538,0685777777777;382,05351111111116;1463,7656666666667;0,9217333333333334;0,9093777777777778;0,9444888888888888;0,9083;126,50288888888889;125,75410000000001;125,4934;58,35142222222222;66,50283333333334;63,24621111111111
MedidorLSD;15/06/2023, 8:15:00;23016,305755555557;6840,069833333333;8245,528244444444;7958,5393;3387,5027333333333;1108,7366333333332;362,68600000000004;1921,8307444444445;0,9225333333333333;0,9014666666666667;0,947;0,9132666666666668;126,22768888888889;125,56917777777777;125,17322222222222;59,91068888888889;69,21085555555555;69,46078888888889
MedidorLSD;15/06/2023, 8:30:00;23130,277777777777;6721,7383;8390,075455555556;8052,9958;3553,884066666667;1147,711811111111;288,71718888888887;2124,9848444444447;0,9211444444444445;0,8975111111111111;0,9493333333333334;0,9103333333333334;127,4696111111111;126,8035;126,3720111111111;58,575922222222225;69,5218;69,9518
MedidorLSD;15/06/2023, 8:45:00;25233,9147;7624,474844444445;8897,231066666667;8736,15061111111;3963,441122222222;1372,692188888889;568,9745444444445;2023,2355;0,9311333333333335;0,9162222222222223;0,9552555555555555;0,9238888888888889;127,15841111111112;126,52650000000001;126,15572222222221;65,41084444444445;73,56408888888888;74,8792
MedidorLSD;15/06/2023, 9:00:00;26218,122744444445;7965,963955555556;9190,1089;9085,303744444445;3960,3186333333333;1397,7430444444444;574,3744222222222;1988,2340000000002;0,9362999999999999;0,9201777777777779;0,9570666666666667;0,9263888888888889;126,88306666666666;126,29436666666666;125,92956666666667;68,07274444444444;75,92947777777778;77,59686666666666
MedidorLSD;15/06/2023, 9:15:00;26796,507133333333;8355,294588888888;8860,263822222221;9597,878622222222;4155,872633333333;1937,4895555555556;580,2794333333334;1613,5018444444443;0,9381444444444443;0,9185444444444445;0,9528444444444444;0,9405444444444444;126,5904;126,14125555555556;125,76238888888888;71,857;73,5557888888889;80,91133333333333
MedidorLSD;15/06/2023, 9:30:00;27170,452388888887;8677,277055555554;9434,690122222222;9061,776533333334;4199,789455555555;1306,0802888888888;1090,0838666666666;1808,8712444444445;0,9411666666666666;0,9364444444444444;0,9564888888888888;0,9316777777777777;126,38735555555554;125,67274444444445;125,50397777777778;73,28858888888888;78,38703333333333;77,36805555555556
MedidorLSD;15/06/2023, 9:45:00;24980,14141111111;7686,887377777777;8618,475022222221;8693,352811111112;3735,8579555555557;1424,8155333333334;556,2071666666667;1749,0499;0,9318;0,9152555555555556;0,9503333333333333;0,9289444444444446;126,42675555555556;125,75307777777778;125,47764444444445;66,32087777777778;71,95394444444445;74,47253333333333
MedidorLSD;15/06/2023, 10:00:00;26788,86948888889;7814,3596;9386,801944444445;9628,946966666666;3965,3918222222223;1605,2694555555556;158,36962222222223;2193,8857444444443;0,9359333333333334;0,9142777777777779;0,9594333333333334;0,9332222222222222;126,48048888888889;125,82614444444444;125,39207777777777;67,4601;77,66268888888888;82,14735555555555
MedidorLSD;15/06/2023, 10:15:00;27957,90871111111;8619,535633333333;9746,907022222222;9612,086933333334;3808,167166666667;1326,2536333333333;610,1714999999999;1873,1735444444444;0,9474444444444444;0,9368444444444444;0,9623777777777778;0,9398555555555556;125,97017777777778;125,32688888888889;125,05335555555556;72,88792222222223;80,65855555555555;81,73568888888889
MedidorLSD;15/06/2023, 10:30:00;27134,80891111111;8143,866433333334;9484,491533333332;9534,814266666666;3873,2898444444445;1462,254788888889;388,54466666666667;2018,9307666666666;0,9407777777777778;0,9252222222222223;0,9600888888888888;0,9349888888888889;126,10262222222222;125,41702222222223;125,08928888888889;69,71252222222223;78,60446666666667;81,3695888888889
MedidorLSD;15/06/2023, 10:45:00;25922,573255555555;7877,618322222223;9001,749666666667;9067,293822222222;3809,9086555555555;1447,1430333333333;482,4605;1875,0726777777777;0,9362222222222223;0,9195666666666666;0,9568666666666666;0,9317888888888889;126,42171111111111;125,80274444444444;125,47476666666668;67,58215555555556;74,69944444444444;77,5051
MedidorLSD;15/06/2023, 11:00:00;27911,886477777774;8507,914077777777;10180,129277777778;9244,148966666668;3245,6656222222223;680,6212777777778;566,7826;2021,7883666666667;0,945;0,9407555555555555;0,9648888888888889;0,9282666666666667;126,77572222222221;125,91362222222222;125,73124444444444;71,2961;83,67616666666667;79,0842111111111
MedidorLSD;15/06/2023, 11:15:00;25651,524655555557;8081,251211111111;9209,802322222222;8364,715355555556;2344,8230666666664;433,85411111111114;534,2798111111111;1395,6956222222223;0,941011111111111;0,9359;0,9580222222222221;0,9281555555555556;126,8619;125,99141111111112;125,90615555555557;68,01696666666668;76,16304444444445;71,46306666666666
MedidorLSD;15/06/2023, 11:30:00;26172,844388888887;8201,118644444445;9446,285955555555;8533,677277777777;2419,3072444444447;416,6647;534,0614888888889;1489,7176555555554;0,9414333333333333;0,9372888888888888;0,9597222222222223;0,9265111111111112;126,91456666666667;126,05387777777779;125,98222222222222;68,90195555555556;77,92041111111111;72,87797777777779
MedidorLSD;15/06/2023, 11:45:00;27131,234388888886;8384,061511111111;9853,698466666665;8907,71411111111;2632,8731000000002;469,0420888888889;485,9372333333333;1701,2893444444444;0,9438444444444445;0,9381444444444443;0,9604444444444444;0,9296888888888889;127,01842222222223;126,11552222222222;126,00285555555557;70,29144444444445;81,13455555555556;75,96742222222221
MedidorLSD;15/06/2023, 12:00:00;25310,53252222222;8009,963911111111;9198,52558888889;8104,097711111111;2330,4685333333337;275,11726666666664;642,2779333333333;1439,4018333333333;0,9376777777777777;0,9327111111111112;0,9571444444444444;0,9207666666666667;127,30372222222223;126,45183333333333;126,4426;67,27063333333334;75,90908888888887;69,4668
MedidorLSD;15/06/2023, 12:15:00;22898,90732222222;7258,273011111111;8220,618377777777;7423,0346;2081,5521444444444;361,7650111111111;508,22461111111113;1229,1137444444446;0,928088888888889;0,9218111111111111;0,9487666666666666;0,9136666666666667;127,35483333333335;126,5568;126,58863333333333;61,74894444444445;68,43314444444445;63,99568888888889
MedidorLSD;15/06/2023, 12:30:00;22294,47638888889;7108,571322222222;7984,7490777777775;7202,541355555555;2138,5655;391,5387111111111;565,7448;1197,5539333333334;0,9232444444444444;0,9158333333333334;0,9420444444444445;0,9088333333333334;127,76393333333334;126,92157777777777;126,98193333333334;60,57981111111111;66,66275555555556;62,19564444444445
MedidorLSD;15/06/2023, 12:45:00;21811,315455555556;7090,6765444444445;7678,914688888889;7036,673544444444;1934,7740222222221;400,53527777777776;584,9412111111111;961,5496;0,9235888888888889;0,9151222222222223;0,9380555555555555;0,9094111111111112;127,81701111111111;126,98786666666666;127,11332222222222;60,43988888888889;64,30286666666667;60,67913333333333
MedidorLSD;15/06/2023, 13:00:00;23597,55108888889;7925,618733333333;8021,919355555556;7633,5775;2589,9189;746,915;956,0759555555555;890,7707777777778;0,9313444444444445;0,9279555555555555;0,9418444444444444;0,9229222222222222;127,27698888888888;126,5374888888889;126,67833333333333;66,97057777777778;67,3428888888889;65,21755555555556
MedidorLSD;15/06/2023, 13:15:00;26496,9566;8859,896088888889;9294,321322222222;8322,895333333334;3119,514988888889;581,0338222222222;1296,2774555555554;1262,7746555555555;0,9412666666666667;0,9417444444444444;0,9523666666666667;0,9257;126,90414444444444;126,08944444444444;126,27722222222222;73,9509;77,35766666666666;71,03693333333334
MedidorLSD;15/06/2023, 13:30:00;26521,520955555556;8786,977944444445;9408,21181111111;8311,42448888889;2972,203922222222;457,4323222222222;1208,9724111111111;1329,9034333333334;0,9413666666666667;0,9437777777777777;0,9532333333333333;0,9261111111111111;126,5367;125,71238888888888;125,88704444444444;73,55301111111112;78,32495555555556;71,08027777777778
MedidorLSD;15/06/2023, 13:45:00;25214,584944444443;8688,004477777778;8566,452166666666;7930,9857;2793,020244444444;667,1890888888889;1318,8553666666667;816,2951777777778;0,9386111111111111;0,9421111111111111;0,9415666666666667;0,9285;126,3407888888889;125,68885555555556;125,85589999999999;72,93637777777778;72,23648888888889;67,68804444444444
MedidorLSD;15/06/2023, 14:00:00;28304,736966666667;9169,007933333334;9714,302022222222;9417,894133333333;2638,973377777778;818,5429;685,9658666666667;1138,1503111111113;0,9516555555555556;0,9458555555555556;0,9603999999999999;0,9437000000000001;125,91;125,30228888888888;125,2303888888889;76,88164444444443;80,54383333333332;79,47006666666667
MedidorLSD;15/06/2023, 14:15:00;31564,25146666667;10315,3163;10474,052844444444;10770,305733333333;3823,609788888889;1530,3819888888888;972,0248555555555;1308,929211111111;0,9573666666666666;0,9499222222222221;0,9626444444444444;0,9562777777777778;125,34014444444445;124,82304444444445;124,69647777777777;86,3591888888889;86,98302222222222;90,25187777777778
MedidorLSD;15/06/2023, 14:30:00;29799,216177777776;9548,573222222223;9422,734788888889;10836,806144444443;3804,6013777777775;2179,129322222222;477,0714;1105,7096666666666;0,9511777777777777;0,9323111111111112;0,958911111111111;0,9600555555555556;125,10427777777778;124,85132222222222;124,50643333333332;81,72428888888889;78,54339999999999;90,53155555555554
MedidorLSD;15/06/2023, 14:45:00;30354,85427777778;9340,089655555556;9780,444933333332;11261,87388888889;4744,7981666666665;2538,3501111111113;407,44138888888887;1755,7772666666667;0,9471222222222222;0,9215777777777778;0,959911111111111;0,9563888888888888;125,46566666666668;125,14563333333334;124,66588888888889;80,60261111111112;81,25166666666667;94,26413333333333
MedidorLSD;15/06/2023, 15:00:00;29177,98211111111;9192,683433333334;9266,49038888889;10736,939066666668;4730,4047222222225;2524,1444777777774;629,9371444444444;1532,3918222222223;0,9432777777777777;0,9204;0,9569666666666666;0,9533888888888888;125,7267;125,44876666666667;125,05926666666666;79,35823333333333;77,14087777777779;89,88554444444445
MedidorLSD;15/06/2023, 15:15:00;29121,916988888886;9174,20768888889;9486,601944444445;10477,849855555556;4445,232155555555;2157,9496777777777;673,4137555555556;1582,4575555555557;0,9454111111111111;0,927188888888889;0,9583888888888888;0,9496777777777777;125,4009111111111;125,0016111111111;124,7007111111111;78,79938888888888;79,07019999999999;88,2958111111111
MedidorLSD;15/06/2023, 15:30:00;29421,37721111111;9444,693311111112;9413,492477777778;10568,900188888889;4493,5652;2261,3131444444443;798,7769333333333;1396,8173888888887;0,9466333333333333;0,9280888888888889;0,9557222222222223;0,9533222222222222;125,51412222222221;125,11934444444445;124,84432222222222;80,95894444444444;78,54618888888889;88,53422222222223
MedidorLSD;15/06/2023, 15:45:00;26878,478955555554;8785,054600000001;8428,029877777777;9665,968377777777;3793,214455555555;2074,1390555555554;704,7299111111112;974,5079222222222;0,9405333333333333;0,9244444444444444;0,9490777777777777;0,9511666666666666;125,68778888888889;125,38244444444445;125,15914444444444;75,6155888888889;70,80882222222222;80,99168888888889
MedidorLSD;15/06/2023, 16:00:00;27090,350777777778;8778,063855555556;8657,114211111111;9656,613033333333;3871,4370666666664;1960,3483444444444;722,0152777777778;1156,7675111111112;0,9415333333333333;0,9248777777777778;0,9497;0,9488666666666666;125,68654444444445;125,32098888888889;125,10945555555556;75,33067777777778;72,61556666666667;81,19852222222222
MedidorLSD;15/06/2023, 16:15:00;28087,274244444445;9262,186522222222;8945,0816;9875,8402;4228,188722222222;2029,1448111111113;1007,8814;1159,2200444444445;0,9440000000000001;0,9294222222222223;0,9524444444444443;0,9487444444444445;125,62437777777778;125,21648888888889;125,0743;79,07192222222221;74,98815555555555;82,89744444444445
MedidorLSD;15/06/2023, 16:30:00;26664,062777777777;8613,609277777778;8185,8862222222215;9872,283233333334;3825,395877777778;2341,8930888888885;486,25202222222225;945,6786444444444;0,9366333333333333;0,9143777777777778;0,9446444444444444;0,9528;125,99205555555557;125,75167777777777;125,4332111111111;74,7146;68,79437777777778;82,41863333333333
MedidorLSD;15/06/2023, 16:45:00;25899,582588888887;8160,8591;8409,060844444444;9345,552944444446;3857,319455555555;1926,9455777777778;521,8026111111111;1378,5267888888886;0,9351777777777778;0,9148111111111111;0,9506333333333332;0,9437444444444445;126,78244444444444;126,39835555555555;126,10607777777778;70,28983333333333;70,07678888888888;78,45565555555555
MedidorLSD;15/06/2023, 17:00:00;26598,381722222224;8093,107433333333;9154,235722222222;9375,87998888889;4685,260033333334;1799,3426555555557;727,6496888888888;2149,9441555555554;0,9311555555555556;0,9109666666666667;0,9529555555555556;0,9291111111111111;127,11983333333335;126,54860000000001;126,29422222222223;69,60551111111111;75,74661111111111;79,80852222222222
MedidorLSD;15/06/2023, 17:15:00;26283,99201111111;8079,4014777777775;9147,560466666666;9075,620266666667;4542,497633333333;1571,9034555555554;850,7674555555556;2119,9747444444442;0,9313222222222223;0,9171888888888889;0,9535555555555555;0,9254;126,95987777777778;126,30522222222221;126,20243333333333;69,18888888888888;75,91377777777777;77,57506666666666
MedidorLSD;15/06/2023, 17:30:00;24815,0151;7712,0380444444445;8148,169566666667;8973,189933333333;4515,772466666666;2070,4683;689,3880444444444;1730,6135555555554;0,9233888888888889;0,8977888888888889;0,9416555555555556;0,9319666666666666;127,39857777777777;126,97396666666667;126,82238888888888;67,23545555555555;68,00982222222221;75,79353333333333
MedidorLSD;15/06/2023, 17:45:00;23659,66012222222;7472,732022222222;8085,204477777778;8109,738955555556;4005,519577777778;1447,5751777777778;875,252611111111;1678,653688888889;0,9197555555555555;0,9020888888888888;0,9377888888888889;0,9143666666666668;127,7258;127,13391111111112;127,10456666666667;64,7033;67,66236666666667;69,52598888888889
MedidorLSD;15/06/2023, 18:00:00;22723,58421111111;6926,872266666666;7842,118122222223;7974,603888888889;4364,229322222222;1631,2912777777776;746,2861777777779;1980,792711111111;0,9118444444444446;0,8858777777777778;0,9372222222222222;0,9075;128,20917777777777;127,61942222222221;127,57657777777777;60,86183333333334;65,47686666666667;68,6946
MedidorLSD;15/06/2023, 18:15:00;20988,784966666666;6181,302088888889;7245,1817;7591,636711111111;3819,1303777777775;1585,7708777777777;339,6983666666667;1882,986688888889;0,9015000000000001;0,8627111111111111;0,9311666666666666;0,9029111111111111;128,19196666666667;127,60095555555556;127,47255555555556;55,6746;60,87693333333334;65,78163333333333
MedidorLSD;15/06/2023, 18:30:00;20355,494455555556;5791,863044444444;7433,690388888888;7166,643444444444;3984,8431333333333;1298,3870222222222;404,45058888888894;2289,4914333333336;0,8922888888888888;0,8553666666666666;0,9341333333333334;0,8846777777777777;128,2266888888889;127,43719999999999;127,33955555555556;52,609966666666665;62,30188888888888;63,6513
